id,product_id,ean,slug,title,brand,product,category,abv,abv_numeric,dealcoholized,production_type,verified,dealcoholization_method,method_facet,country,region,style,status,retailers
TDS-0049,TDS-0049,,pierre-zero-rose,"Pierre Zéro Rosé (Bag-in-Box)","Pierre Zéro","Rosé (3 L bag-in-box)",wine,<0.5%,0.5,yes,dealcoholized,yes,"Alcohol removed from a traditionally vinified French rosé (producer markets the range as dealcoholized wine since 2010; the specific technique is not detailed publicly)",unpublished,France,,"Dealcoholized French rosé",published,"Upside Drinks"
TDS-0061,TDS-0061,,domaine-de-montrose-rose,"Domaine de Montrose Rosé Zéro","Domaine de Montrose","Rosé Zéro (Rose Mont Rose)",wine,<0.5%,0.5,yes,dealcoholized,yes,"Vin désalcoolisé — Grenache and Cinsault rosé fermented conventionally then dealcoholized (producer and retail listings)",unpublished,France,"Languedoc-Roussillon (Hérault, Pays d'Oc IGP)","Dealcoholized Grenache-Cinsault rosé",published,Boisson
TDS-0108,TDS-0108,,lyres-rum-mule,"Lyre's Rum Mule",Lyre's,"Rum Mule",cocktails,<0.5%,0.1,no,alternative,yes,,not-applicable,,,"Formulated rum mule in a can",published,
TDS-0101,TDS-0101,0855352008057,athletic-brewing-run-wild-ipa,"Athletic Brewing Run Wild IPA","Athletic Brewing","Run Wild IPA",beer,<0.5%,0.5,no,naturally-low-alcohol,yes,,unpublished,"United States","Milford, Connecticut, with a second brewhouse in San Diego, California","Non-alcoholic IPA",published,
TDS-0053,TDS-0053,,gruvi-sangria,"Grüvi Non-Alcoholic Sangria",Grüvi,Sangria,cocktails,<0.5%,0.5,no,hybrid,yes,"California red wine is dealcoholized and blended with natural fruit extracts (producer)",unpublished,"United States",,"Alcohol-removed red sangria",published,"Total Wine"
TDS-0022,TDS-0022,,be-free-sauvignon-blanc,"Be Free Sauvignon Blanc","Be Free","Sauvignon Blanc",wine,<0.5%,0.5,yes,dealcoholized,yes,,unpublished,Germany,,"De-alcoholised Sauvignon Blanc",published,"Total Wine"
TDS-0023,TDS-0023,0716819560917,torres-serena-sauvignon-blanc,"Torres Serena Sauvignon Blanc","Familia Torres","Serena Mode Sauvignon Blanc",wine,0.0%,0,yes,dealcoholized,yes,"Fermented 16 days, then the finished wine undergoes a dealcoholization process (technique not named)",unpublished,Chile,"Central Valley","Dealcoholized Sauvignon Blanc",published,"Metro Wine & Spirits"
TDS-0050,TDS-0050,3500610129254,jp-chenet-sparkling-rose,"JP. Chenet So Free Sparkling Rosé","JP. Chenet","So Free Sparkling Rosé",wine,<0.5%,0.5,yes,dealcoholized,yes,"Made as a full-strength wine and then dealcoholized (producer)",unpublished,France,Bordeaux,"Dealcoholized Pinot Noir sparkling rosé",published,"Upside Drinks"
TDS-0115,TDS-0115,,nooh-blanc,"NOOH by La Coste Sparkling Blanc","NOOH by La Coste","Sparkling Blanc",wine,0.0%,0,no,hybrid,yes,"Vacuum distillation; evaporation at a maximum of approximately 35–40°C (producer)",vacuum-distillation,France,Provence,"Dealcoholized Provençal sparkling Sauvignon Blanc (flavored wine-based beverage)",published,Dis&Dis
TDS-0043,TDS-0043,,mingle-sparkling-raspberry-rose,"Mingle Sparkling Raspberry Rosé",Mingle,"Sparkling Raspberry Rosé",cocktails,0.0%,0,no,alternative,yes,,not-applicable,"United States",,"Non-alcoholic sparkling mocktail (formulated, not dealcoholized)",published,"Total Wine"
TDS-0077,TDS-0077,,butter-zero-sparkling-rose,"Butter Zero Sparkling Rosé","Butter Zero","Sparkling Rosé",wine,<0.5%,0.5,yes,dealcoholized,yes,"Alcohol removed from conventionally vinified California sparkling rosé (producer's March 2026 launch announcement)",unpublished,"United States",California,"Alcohol-removed sparkling rosé",published,InternetWines.com
TDS-0107,TDS-0107,3760200893723,pierre-zero-sparkling-rose,"Pierre Zéro Sparkling Rosé","Pierre Zéro","Sparkling Rosé",wine,0.0%,0,yes,dealcoholized,yes,"Spinning cone column (the method Maison Chavin says it uses for the Pierre Zéro range)",spinning-cone,France,,"Dealcoholized sparkling rosé",published,
TDS-0025,TDS-0025,0644996140106,wolffer-spring-in-a-bottle,"Wölffer Spring in a Bottle","Wolffer Estate","Spring in a Bottle Alcohol Removed Rosé Sparkling",wine,0.0%,0,yes,dealcoholized,yes,,unpublished,Germany,Rheinhessen,"Alcohol-removed sparkling rosé",published,"Total Wine"
TDS-0042,TDS-0042,,go-brewing-sunbeam-pils,"Go Brewing Suspended In A Sunbeam Pils","Go Brewing","Suspended In A Sunbeam Pils",beer,<0.5%,0.5,no,naturally-low-alcohol,yes,,unpublished,"United States","Naperville, Illinois","Non-alcoholic German-style pilsner",published,"Giant Food (Instacart)"
TDS-0074,TDS-0074,0850005389057,ritual-zero-proof-tequila,"Ritual Zero Proof Tequila Alternative","Ritual Zero Proof","Tequila Alternative",spirits,0.0%,0,no,alternative,yes,,not-applicable,"United States",,"Formulated non-alcoholic tequila alternative",published,"Metro Wine & Spirits"
TDS-0076,TDS-0076,,sea-monster-tidal-wave-white,"Sea Monster Tidal Wave White","Sea Monster","Tidal Wave White",wine,<0.5%,0.5,yes,dealcoholized,yes,"Very low-temperature spinning cone column vacuum distillation (retailer quotes the producer's method)",spinning-cone,"United States",California,"Dealcoholized California white wine",published,InternetWines.com
TDS-0087,TDS-0087,855675002565,greenbar-unrum-cola,"Greenbar UNRum + Cola",Greenbar,"UNRum + Cola",cocktails,<0.5%,0.5,no,hybrid,yes,"Alcohol boiled off after distillation and infusion (producer spec sheet)",other,"United States","Los Angeles, California","Dealcoholized rum and cola highball",published,"Metro Wine & Spirits"
TDS-0002,TDS-0002,0641586357111,magic-box-vanish-riesling,"Magic Box Vanish Riesling","Magic Box","Vanish Riesling",wine,<0.5%,0.5,yes,dealcoholized,yes,,unpublished,Germany,,"Dealcoholized German Riesling",published,"Total Wine, Total Wine (Instacart)"
TDS-0057,TDS-0057,4262449340727,visecco-pinot-meunier,"ViSecco Pinot Meunier","Jörg Geiger","ViSecco Pinot Meunier",wine,0.0%,0,yes,dealcoholized,yes,"Vacuum distillation of organic Sauvignon Blanc and Pinot Meunier base wines, then refined with meadow fruits, herbs and blossoms (producer)",vacuum-distillation,Germany,,"Dealcoholized organic sparkling wine with meadow fruit infusion",published,Delmosa
TDS-0102,TDS-0102,,sober-spirits-whisky,"Sober Spirits W 0.0% Whisky","Sober Spirits","W 0.0% Whisky",spirits,0.0%,0,yes,dealcoholized,yes,"Alcohol extracted in Grasse using heat, pressure and thermal shocks; the aromatic fraction is redistilled in century-old copper pot stills at a French distillery founded in 1875",other,France,,"Dealcoholized non-alcoholic spirit",published,
TDS-0004,TDS-0004,4003301080005,be-free-white-sparkling,"Be Free White Sparkling","Be Free","White Sparkling",wine,<0.5%,0.5,yes,dealcoholized,yes,,unpublished,Germany,,"De-alcoholised German sparkling white",published,"Total Wine"
TDS-0037,TDS-0037,,original-sin-cider,"Original Sin Cider (Widow Family)","Original Sin Cider","Widow Family Mix Pack (Original Sin's NA lineup)",cider,0.0%,0,no,alternative,yes,,not-applicable,"United States",,"Sparkling non-alcoholic apple-cider-vinegar-based cider",published,"Metro Wine & Spirits"
TDS-0028,TDS-0028,4260044674827,wiesenobst-cider-rose,"WiesenObst Cider Rosé","Jörg Geiger","WiesenObst Cider Rosé",cider,<0.5%,0.5,no,hybrid,yes,"Dealcoholized cider from cider apples, perry pears, and dealcoholized red wine, plus hops, herbs, and flowers",unpublished,Germany,Schlat,"Dealcoholized cider with dealcoholized red wine",published,Delmosa
TDS-0084,TDS-0084,0019988504530,chateau-diana-zero-rose,"Chateau Diana Zero California Rosé","Chateau Diana","Zero California Rosé",wine,0.0%,0,yes,dealcoholized,yes,"Alcohol removed from conventionally vinified California rosé",unpublished,"United States",California,"Alcohol-removed California rosé",published,Walmart
TDS-0083,TDS-0083,0019988504158,chateau-diana-zero-white,"Chateau Diana Zero California White Blend","Chateau Diana","Zero California White Blend",wine,0.0%,0,yes,dealcoholized,yes,"Alcohol removed from conventionally vinified California white blend",unpublished,"United States",California,"Alcohol-removed California white blend",published,Walmart
TDS-0024,TDS-0024,0012976991862,rondel-zero-cava-rose,"Rondel Zero Cava Rosé",Rondel,"Zero Cava Rosé",wine,0.0%,0,yes,dealcoholized,yes,,unpublished,Spain,,"Dealcoholized sparkling rosé",published,"Total Wine"
TDS-0080,TDS-0080,0852282002049,zolo-zero-malbec-rose,"Zolo Zero Malbec Rosé",Zolo,"Zero Malbec Rosé",wine,<0.5%,,yes,dealcoholized,yes,"Proprietary dealcoholization (96% of the blend) plus 4% grape juice (importer tech sheet)",unpublished,Argentina,"Mendoza (Jarillal, Alto Agrelo, Luján de Cuyo)","Dealcoholized Malbec rosé",published,InternetWines.com
TDS-0064,TDS-0064,4004068000046,valckenberg-zero-riesling,"Valckenberg Zero Riesling",Valckenberg,"Zero Riesling",wine,0.0%,0,yes,dealcoholized,yes,"Alcohol removed from conventionally vinified Riesling (producer describes the Zero line as non-alcoholic without specifying the technique)",unpublished,Germany,Mosel,"Dealcoholized German Riesling",published,"Metro Wine & Spirits"
TDS-0078,TDS-0078,,mount-fishtail-sauvignon-blanc,"Mount Fishtail Zero Sauvignon Blanc","Mount Fishtail","Zero Sauvignon Blanc",wine,<0.5%,0.5,yes,dealcoholized,yes,"Alcohol removed from conventionally vinified Marlborough Sauvignon Blanc",unpublished,"New Zealand",Marlborough,"Alcohol-removed Marlborough Sauvignon Blanc",published,InternetWines.com
TDS-0118,TDS-0118,,claouset-zero-degre,"Claouset Zéro Degré Blanc",Claouset,"Zéro Degré Blanc",wine,0.0%,0,no,hybrid,yes,"Low-temperature vacuum dealcoholization (producer)",vacuum-distillation,France,Bordeaux,"Dealcoholized Sémillon (wine-based beverage)",published,Dis&Dis
